solver_id,true_archetype,strategy_naked_single,strategy_hidden_single,strategy_naked_pair,strategy_hidden_pair,strategy_naked_triple,strategy_pointing_pair,strategy_x_wing,strategy_swordfish,strategy_xy_wing,strategy_forcing_chain,strategy_guess_backtrack,strategy_pattern_overlay,count_naked_single,count_hidden_single,count_naked_pair,count_hidden_pair,count_naked_triple,count_pointing_pair,count_x_wing,count_swordfish,count_xy_wing,count_forcing_chain,count_guess_backtrack,count_pattern_overlay,avg_time_per_move,pause_frequency,thinking_time_variance,total_solving_time,total_errors,error_rate,correction_time,same_error_repeated,error_recovery_efficiency,hints_used_total,hint_dependency_ratio,hints_per_puzzle,give_up_rate,persistence_score,verification_checks,verification_rate,success_rate,avg_puzzle_difficulty,strategy_diversity,advanced_strategy_ratio,basic_strategy_ratio,total_puzzles_attempted,total_moves,session_count
615,Intuitive_Patterner,0.27906976744186046,0.1883720930232558,0.05116279069767442,0.04883720930232558,0.01627906976744186,0.09302325581395349,0.053488372093023255,0.004651162790697674,0.01627906976744186,0.013953488372093023,0.13953488372093023,0.09534883720930233,120,81,22,21,7,40,23,2,7,6,60,41,6.56948640802671,0.14858334751497826,4.9327769008024305,2824.879155451485,35,0.08139534883720931,40.44327696020495,9,0.7428571428571429,2,0.04,0.04,0.2661830744413299,0.7519520837378629,5,0.011627906976744186,0.7603532946684506,1,1.0,0.32325581395348835,0.46744186046511627,50,430,23
616,Hybrid_Int_Bac,0.2631205673758865,0.18638297872340426,0.04836879432624114,0.04553191489361702,0.01276595744680851,0.06615602836879433,0.031205673758865245,0.0056737588652482265,0.0056737588652482265,0.01276595744680851,0.24226950354609933,0.08008510638297872,115,75,20,18,9,41,22,4,4,9,58,48,16.69787356928785,0.1192219240327385,19.60429669427785,7063.200519808761,29,0.06855791962174941,38.047761585992276,8,0.7241379310344828,1,0.02,0.02,0.1874145554469821,0.7378979015280116,6,0.014184397163120567,0.7817012489994852,1,1.0,0.34278959810874704,0.4491725768321513,50,423,27
617,Intuitive_Patterner,0.2471131639722864,0.17551963048498845,0.06004618937644342,0.06004618937644342,0.011547344110854504,0.10161662817551963,0.053117782909930716,0.013856812933025405,0.013856812933025405,0.013856812933025405,0.16628175519630484,0.08314087759815242,107,76,26,26,5,44,23,6,6,6,72,36,3.5020243242876474,0.34286136876698564,0.43943673243239056,1516.3765324165513,35,0.08083140877598152,17.326149340098596,11,0.6857142857142857,1,0.02,0.02,0.2642307976732528,0.7467151973584968,3,0.006928406466512702,0.6100778744765446,2,1.0,0.3441108545034642,0.4226327944572748,50,433,22
618,Intuitive_Patterner,0.26963906581740976,0.1910828025477707,0.04883227176220807,0.05307855626326964,0.014861995753715499,0.09766454352441614,0.04883227176220807,0.008492569002123142,0.008492569002123142,0.016985138004246284,0.14861995753715498,0.09341825902335456,127,90,23,25,7,46,23,4,4,8,70,44,2.173317260009132,0.31530901363940933,19.69442350744753,1023.6324294643011,32,0.06794055201698514,76.02329444242605,9,0.71875,3,0.06,0.06,0.20488022576798776,0.7560783417854011,2,0.004246284501061571,0.7883657187049667,1,1.0,0.3248407643312102,0.4607218683651805,50,471,27
619,Intuitive_Patterner,0.29555555555555557,0.16,0.04888888888888889,0.051111111111111114,0.0044444444444444444,0.11333333333333333,0.05555555555555555,0.008888888888888889,0.006666666666666667,0.008888888888888889,0.14444444444444443,0.10222222222222223,133,72,22,23,2,51,25,4,3,4,65,46,2.772907271989439,0.45699450917898,35.996656287594234,1247.8082723952475,38,0.08444444444444445,8.442446936815331,7,0.8157894736842105,3,0.06,0.06,0.30606509945736815,0.7317353447753662,5,0.011111111111111112,0.7032293536344455,1,1.0,0.32666666666666666,0.45555555555555555,50,450,22
620,Intuitive_Patterner,0.2622601279317697,0.18976545842217485,0.046908315565031986,0.0511727078891258,0.010660980810234541,0.10021321961620469,0.046908315565031986,0.010660980810234541,0.014925373134328358,0.008528784648187633,0.16844349680170576,0.08955223880597014,123,89,22,24,5,47,22,5,7,4,79,42,4.378147315185274,0.06417694328927229,8.820711550123619,2053.351090821893,39,0.08315565031982942,0.009331827096829998,11,0.717948717948718,1,0.02,0.02,0.1501209012791519,0.7541354590184344,5,0.010660980810234541,0.8357722338141925,3,1.0,0.3390191897654584,0.4520255863539446,50,469,22
621,Intuitive_Patterner,0.2471655328798186,0.19954648526077098,0.061224489795918366,0.047619047619047616,0.015873015873015872,0.09070294784580499,0.047619047619047616,0.009070294784580499,0.022675736961451247,0.009070294784580499,0.1292517006802721,0.12018140589569161,109,88,27,21,7,40,21,4,10,4,57,53,1.0460103270909027,0.16136155198895433,10.984493730987417,461.2905542470881,37,0.08390022675736962,5.641287570029621,13,0.6486486486486487,2,0.04,0.04,0.25714259912921905,0.7598901711448759,6,0.013605442176870748,0.8603249815480399,1,1.0,0.3378684807256236,0.4467120181405896,50,441,19
622,Intuitive_Patterner,0.2571428571428571,0.1824175824175824,0.06813186813186813,0.041758241758241756,0.01098901098901099,0.08351648351648351,0.041758241758241756,0.024175824175824177,0.006593406593406593,0.01098901098901099,0.16043956043956045,0.11208791208791209,117,83,31,19,5,38,19,11,3,5,73,51,13.2869282158942,0.13098100050659567,4.364984539138755,6045.552338231861,29,0.06373626373626373,1.4554666851152889,11,0.6206896551724138,0,0.0,0.0,0.26449577009771946,0.7555279239486488,2,0.004395604395604396,0.8400562646445436,1,1.0,0.35604395604395606,0.43956043956043955,50,455,20
623,Intuitive_Patterner,0.27230046948356806,0.1643192488262911,0.056338028169014086,0.06103286384976526,0.007042253521126761,0.10093896713615023,0.03990610328638498,0.018779342723004695,0.009389671361502348,0.014084507042253521,0.13849765258215962,0.11737089201877934,116,70,24,26,3,43,17,8,4,6,59,50,13.742533669080252,0.40462702461808037,1.3841054868927116,5854.319343028187,36,0.08450704225352113,45.00600276071735,10,0.7222222222222222,0,0.0,0.0,0.28344623360117704,0.7542260452419814,9,0.02112676056338028,0.7900644814071394,1,1.0,0.3380281690140845,0.43661971830985913,50,426,25
624,Intuitive_Patterner,0.23877068557919623,0.20803782505910165,0.061465721040189124,0.0851063829787234,0.016548463356973995,0.0591016548463357,0.04018912529550828,0.014184397163120567,0.01182033096926714,0.014184397163120567,0.15602836879432624,0.09456264775413711,101,88,26,36,7,25,17,6,5,6,66,40,21.678000566016163,0.1442689921106666,2.696644794971034,9169.794239424837,35,0.08274231678486997,49.75728655224075,13,0.6285714285714286,1,0.02,0.02,0.3524499921074974,0.7510996050855733,7,0.016548463356973995,0.6860939985942993,2,1.0,0.3309692671394799,0.44680851063829785,50,423,30
625,Intuitive_Patterner,0.27790432801822323,0.1571753986332574,0.05239179954441914,0.05239179954441914,0.02050113895216401,0.0979498861047836,0.04783599088838269,0.02050113895216401,0.011389521640091117,0.022779043280182234,0.13895216400911162,0.10022779043280182,122,69,23,23,9,43,21,9,5,10,61,44,0.43172335928397754,0.1284150165186121,9.631586096704915,189.52655472566613,31,0.07061503416856492,33.44153864504157,14,0.5483870967741935,5,0.1,0.1,0.31949046967951117,0.7563284278833919,5,0.011389521640091117,0.8225245936639234,1,1.0,0.3416856492027335,0.43507972665148065,50,439,31
626,Intuitive_Patterner,0.2625570776255708,0.18036529680365296,0.045662100456621,0.05251141552511415,0.01141552511415525,0.11643835616438356,0.045662100456621,0.0091324200913242,0.01598173515981735,0.01141552511415525,0.15753424657534246,0.091324200913242,115,79,20,23,5,51,20,4,7,5,69,40,2.8843023340003047,0.34694233754915427,0.4523991092302718,1263.3244222921335,28,0.0639269406392694,8.092763568382876,10,0.6428571428571429,2,0.04,0.04,0.27032176990764617,0.7325118394511126,4,0.0091324200913242,0.8537750992681005,1,1.0,0.3310502283105023,0.4429223744292237,50,438,22
627,Intuitive_Patterner,0.24411134903640258,0.20770877944325483,0.055674518201284794,0.05353319057815846,0.010706638115631691,0.11563169164882227,0.057815845824411134,0.019271948608137045,0.008565310492505354,0.014989293361884369,0.11991434689507495,0.09207708779443255,114,97,26,25,5,54,27,9,4,7,56,43,3.2568734313360967,0.11633121485473832,8.773736260351216,1520.9598924339573,38,0.08137044967880086,10.199033853456138,3,0.9210526315789473,2,0.04,0.04,0.3179223805491386,0.7606067223796102,1,0.0021413276231263384,0.8477979520726974,4,1.0,0.31263383297644537,0.4518201284796574,50,467,31
628,Intuitive_Patterner,0.25223214285714285,0.20089285714285715,0.046875,0.05803571428571429,0.015625,0.08258928571428571,0.06919642857142858,0.015625,0.020089285714285716,0.004464285714285714,0.13616071428571427,0.09821428571428571,113,90,21,26,7,37,31,7,9,2,61,44,14.34346696097074,0.20179106153257076,12.252099187102674,6425.873198514892,36,0.08035714285714286,56.7595386715466,8,0.7777777777777778,3,0.06,0.06,0.2859225923301462,0.7629141973102257,6,0.013392857142857142,0.6715636968707164,1,1.0,0.34375,0.453125,50,448,26
629,Intuitive_Patterner,0.2549889135254989,0.2039911308203991,0.057649667405764965,0.0598669623059867,0.013303769401330377,0.07538802660753881,0.050997782705099776,0.013303769401330377,0.011086474501108648,0.013303769401330377,0.1286031042128603,0.11751662971175167,115,92,26,27,6,34,23,6,5,6,58,53,3.7760807691102096,0.24558318471279128,16.871124434896892,1703.0124268687046,38,0.08425720620842572,18.712604740107622,10,0.7368421052631579,1,0.02,0.02,0.23734503126007214,0.7642438355600153,6,0.013303769401330377,0.7349106427339308,3,1.0,0.3348115299334812,0.458980044345898,50,451,12
630,Intuitive_Patterner,0.2776470588235294,0.2,0.047058823529411764,0.05176470588235294,0.011764705882352941,0.10588235294117647,0.042352941176470586,0.011764705882352941,0.01647058823529412,0.018823529411764704,0.11058823529411765,0.10588235294117647,118,85,20,22,5,45,18,5,7,8,47,45,12.508344090276088,0.42736843006928976,13.769238068704624,5316.0462383673375,43,0.1011764705882353,4.139998033836376,6,0.8604651162790697,2,0.04,0.04,0.23158351850431882,0.7599721985647917,4,0.009411764705882352,0.6114882340910344,1,1.0,0.3058823529411765,0.4776470588235294,50,425,26
631,Intuitive_Patterner,0.2890792291220557,0.17558886509635974,0.042826552462526764,0.06852248394004283,0.010706638115631691,0.11777301927194861,0.044967880085653104,0.023554603854389723,0.004282655246252677,0.014989293361884369,0.13062098501070663,0.07708779443254818,135,82,20,32,5,55,21,11,2,7,61,36,10.140088839794618,0.3864339579096469,26.70999056895423,4735.421488184087,35,0.07494646680942184,60.73076334614941,10,0.7142857142857143,2,0.04,0.04,0.24812806369165083,0.7293981231425245,5,0.010706638115631691,0.7965039476008654,3,1.0,0.2955032119914347,0.46466809421841543,50,467,25
632,Intuitive_Patterner,0.28028503562945367,0.1828978622327791,0.0498812351543943,0.0498812351543943,0.0166270783847981,0.1187648456057007,0.057007125890736345,0.019002375296912115,0.011876484560570071,0.0023752969121140144,0.13064133016627077,0.08076009501187649,118,77,21,21,7,50,24,8,5,1,55,34,25.699479599072546,0.12762452133829139,2.977319571584086,10819.480911209543,36,0.0855106888361045,22.725319313912284,12,0.6666666666666666,2,0.04,0.04,0.2965791242985948,0.779972270775216,5,0.011876484560570071,0.6380595330245745,3,1.0,0.3016627078384798,0.46318289786223277,50,421,15
633,Intuitive_Patterner,0.26419213973799127,0.15938864628820962,0.05240174672489083,0.06331877729257641,0.015283842794759825,0.09388646288209607,0.05458515283842795,0.017467248908296942,0.017467248908296942,0.008733624454148471,0.14847161572052403,0.10480349344978165,121,73,24,29,7,43,25,8,8,4,68,48,5.713991787026694,0.4049302444913365,4.43134618883939,2617.0082384582256,31,0.06768558951965066,101.28086983382477,9,0.7096774193548387,2,0.04,0.04,0.3349832677703867,0.7171966533751664,8,0.017467248908296942,0.8058824259032519,2,1.0,0.35152838427947597,0.42358078602620086,50,458,24
634,Intuitive_Patterner,0.2831050228310502,0.1643835616438356,0.05251141552511415,0.05707762557077625,0.0182648401826484,0.091324200913242,0.06164383561643835,0.01141552511415525,0.01141552511415525,0.0136986301369863,0.13470319634703196,0.1004566210045662,124,72,23,25,8,40,27,5,5,6,59,44,16.460709304329114,0.2655685729314276,42.488949163138884,7209.790675296152,43,0.09817351598173515,28.76651655315877,15,0.6511627906976745,2,0.04,0.04,0.22148638685527292,0.7313897586698501,5,0.01141552511415525,0.7789596494980077,1,1.0,0.3333333333333333,0.4474885844748858,50,438,28
635,Intuitive_Patterner,0.2791762013729977,0.16704805491990846,0.038901601830663615,0.07093821510297482,0.002288329519450801,0.10983981693363844,0.057208237986270026,0.02745995423340961,0.0,0.020594965675057208,0.14874141876430205,0.07780320366132723,122,73,17,31,1,48,25,12,0,9,65,34,13.962562174047328,0.29597618934750014,1.364849822207307,6101.639670058682,33,0.07551487414187644,21.770257191401353,11,0.6666666666666666,4,0.08,0.08,0.2737656257255063,0.7418878446289391,2,0.004576659038901602,0.6698004223816825,2,0.9166666666666666,0.3318077803203661,0.4462242562929062,50,437,28
636,Intuitive_Patterner,0.2898550724637681,0.21256038647342995,0.04589371980676329,0.057971014492753624,0.012077294685990338,0.09420289855072464,0.04589371980676329,0.0024154589371980675,0.0,0.024154589371980676,0.10628019323671498,0.10869565217391304,120,88,19,24,5,39,19,1,0,10,44,45,8.194041787879431,0.1775406825451896,1.3411832276268774,3392.3333001820847,41,0.09903381642512077,30.184375146290705,12,0.7073170731707317,1,0.02,0.02,0.26325312715144966,0.7311304423822688,4,0.00966183574879227,0.8207284200333858,2,0.9166666666666666,0.28743961352657005,0.5024154589371981,50,414,21
637,Hybrid_Int_Spe,0.34696629213483143,0.23730337078651684,0.06853932584269662,0.04157303370786518,0.009438202247191012,0.07137078651685394,0.0350561797752809,0.005393258426966293,0.005393258426966293,0.0067415730337078645,0.11020224719101124,0.062022471910112356,109,87,36,16,7,47,26,4,4,5,58,46,14.313339481323785,0.15941661360200407,0.42937090571279607,6369.436069189084,34,0.07640449438202247,34.63572240763458,15,0.5588235294117647,3,0.06,0.06,0.21850469786481058,0.7729842028238794,5,0.011235955056179775,0.8421643306604172,1,1.0,0.32134831460674157,0.4404494382022472,50,445,17
638,Intuitive_Patterner,0.25733634311512416,0.1963882618510158,0.045146726862302484,0.05869074492099323,0.006772009029345372,0.08126410835214447,0.05869074492099323,0.02708803611738149,0.022573363431151242,0.009029345372460496,0.13318284424379231,0.1038374717832957,114,87,20,26,3,36,26,12,10,4,59,46,5.374155495532667,0.12013332860261754,9.617094040483577,2380.750884520972,38,0.08577878103837472,34.99728387604638,17,0.5526315789473685,1,0.02,0.02,0.29845484230133773,0.744144933182584,5,0.011286681715575621,0.8139684517243232,2,1.0,0.3544018058690745,0.45372460496614,50,443,28
639,Intuitive_Patterner,0.22146118721461186,0.1963470319634703,0.07534246575342465,0.07077625570776255,0.0091324200913242,0.091324200913242,0.0410958904109589,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.1461187214611872,0.10730593607305935,97,86,33,31,4,40,18,6,6,6,64,47,12.316916275036494,0.11704397828930845,13.722496437307033,5394.809328465984,35,0.07990867579908675,6.202978760278435,9,0.7428571428571429,2,0.04,0.04,0.3665991848034588,0.7929859449835652,3,0.00684931506849315,0.505184946997713,3,1.0,0.3356164383561644,0.4178082191780822,50,438,22
640,Intuitive_Patterner,0.2420814479638009,0.17194570135746606,0.06334841628959276,0.06108597285067873,0.00904977375565611,0.1334841628959276,0.06108597285067873,0.013574660633484163,0.006787330316742082,0.011312217194570135,0.11990950226244344,0.10633484162895927,107,76,28,27,4,59,27,6,3,5,53,47,10.901835097942195,0.12532355952909796,5.108589945194253,4818.61111329045,39,0.08823529411764706,4.269490414970022,11,0.717948717948718,2,0.04,0.04,0.2661413384127587,0.7744457206871292,7,0.01583710407239819,0.7044376950023116,3,1.0,0.3190045248868778,0.41402714932126694,50,442,23
641,Intuitive_Patterner,0.23201856148491878,0.1716937354988399,0.06264501160092807,0.05336426914153132,0.02088167053364269,0.10672853828306264,0.060324825986078884,0.009280742459396751,0.013921113689095127,0.013921113689095127,0.1716937354988399,0.08352668213457076,100,74,27,23,9,46,26,4,6,6,74,36,2.5786423881282285,0.35390773551111154,5.612245161507786,1111.3948692832664,33,0.0765661252900232,16.991769650814824,11,0.6666666666666666,3,0.06,0.06,0.2608172400668959,0.7764782370362698,4,0.009280742459396751,0.800641679474902,1,1.0,0.35266821345707655,0.4037122969837587,50,431,22
642,Intuitive_Patterner,0.2888402625820569,0.1925601750547046,0.0437636761487965,0.045951859956236324,0.015317286652078774,0.07439824945295405,0.04814004376367615,0.02188183807439825,0.03282275711159737,0.015317286652078774,0.14442013129102846,0.07658643326039387,132,88,20,21,7,34,22,10,15,7,66,35,18.27269189054017,0.4650867138465197,36.81751632890811,8350.620193976858,30,0.06564551422319474,12.995246812608418,12,0.6,3,0.06,0.06,0.264356944986869,0.7669073045739866,4,0.0087527352297593,0.7292541279052573,3,1.0,0.33916849015317285,0.4814004376367615,50,457,25
643,Hybrid_Int_Adv,0.21939524838012958,0.17015118790496758,0.09110151187904968,0.10406047516198705,0.05295896328293737,0.08665226781857452,0.07110151187904969,0.029071274298056157,0.01588768898488121,0.008591792656587473,0.08682505399568034,0.06420302375809935,123,85,24,34,10,36,24,7,3,2,67,48,10.776975403379408,0.05952689310628971,4.5021539487566455,4989.739611764666,32,0.06911447084233262,7.936469155916726,10,0.6875,1,0.02,0.02,0.24172347098307975,0.7193295551536073,8,0.017278617710583154,0.705573527049627,1,1.0,0.326133909287257,0.44924406047516197,50,463,27
644,Intuitive_Patterner,0.30217391304347824,0.16304347826086957,0.06521739130434782,0.041304347826086954,0.004347826086956522,0.06521739130434782,0.07391304347826087,0.02826086956521739,0.004347826086956522,0.015217391304347827,0.13478260869565217,0.10217391304347827,139,75,30,19,2,30,34,13,2,7,62,47,5.4821209417007,0.32817872783060764,6.49018783701462,2521.775633182322,36,0.0782608695652174,59.52778491366781,9,0.75,4,0.08,0.08,0.24376077088044337,0.7242661119501701,2,0.004347826086956522,0.7723653699274808,3,1.0,0.358695652173913,0.4652173913043478,50,460,30
645,Intuitive_Patterner,0.2577092511013216,0.19823788546255505,0.06387665198237885,0.039647577092511016,0.015418502202643172,0.1145374449339207,0.048458149779735685,0.011013215859030838,0.013215859030837005,0.00881057268722467,0.1277533039647577,0.1013215859030837,117,90,29,18,7,52,22,5,6,4,58,46,1.7162702259898888,0.29156606170496463,19.689543088296983,779.1866825994096,43,0.0947136563876652,97.63804754370969,10,0.7674418604651163,1,0.02,0.02,0.2814066924373912,0.7469941664295863,2,0.004405286343612335,0.839271672316878,3,1.0,0.31057268722466963,0.45594713656387664,50,454,23
